state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Alabama,01117,Shelby County,79700,33268,114950,46432,0.6933449325793823,0.28941278816876903,0.4039321444106133
Alabama,01119,Sumter County,1598,4648,6291,-3050,0.2540136703226832,0.7388332538547131,-0.4848195835320299
Alabama,01121,Talladega County,22235,13138,35663,9097,0.623475310545944,0.3683930123657572,0.25508229818018674
Alabama,01123,Tallapoosa County,14963,5859,20991,9104,0.7128293077985803,0.2791196226954409,0.43370968510313945
Alabama,01125,Tuscaloosa County,51117,37765,90172,13352,0.566883289712993,0.41881071729583463,0.14807257241715832
Alabama,01127,Walker County,26002,4834,31170,21168,0.8341995508501765,0.15508501764517163,0.6791145332050048
Alabama,01129,Washington County,6564,2258,8876,4306,0.7395223073456512,0.254393871113114,0.48512843623253715
Alabama,01131,Wilcox County,1833,4048,5903,-2215,0.3105200745383703,0.6857530069456209,-0.3752329324072506
Alabama,01133,Winston County,10195,974,11284,9221,0.9034916696207019,0.08631690889755406,0.8171747607231479
Alaska,02901,District 1,3511,3477,7360,34,0.47703804347826084,0.4724184782608696,0.004619565217391264
Alaska,02902,District 2,3674,2104,6161,1570,0.5963317643239734,0.3415030027592923,0.2548287615646811
Alaska,02903,District 3,6076,1903,8385,4173,0.7246273106738224,0.22695289206917113,0.4976744186046512
Alaska,02904,District 4,4690,5345,10587,-655,0.4429961273259658,0.5048644564088033,-0.06186832908283746
Alaska,02905,District 5,4077,4204,8706,-127,0.4682977257064094,0.4828853664139674,-0.014587640707558025
Alaska,02906,District 6,5770,3272,9518,2498,0.6062197940743854,0.34376969951670516,0.26245009455768026
Alaska,02907,District 7,7027,2215,9664,4812,0.7271316225165563,0.22920115894039736,0.4979304635761589
Alaska,02908,District 8,7618,1953,9957,5665,0.7650898865120016,0.19614341669177462,0.568946469820227
Alaska,02909,District 9,7787,2769,11047,5018,0.7048972571738934,0.25065628677469,0.4542409703992034
Alaska,02910,District 10,8081,2727,11256,5354,0.7179282160625444,0.24227078891257997,0.47565742714996445
Alaska,02911,District 11,7096,3130,10686,3966,0.6640464158712334,0.2929066067752199,0.37113980909601346
Alaska,02912,District 12,7893,2957,11280,4936,0.6997340425531915,0.26214539007092197,0.4375886524822695
Alaska,02913,District 13,4652,2666,7765,1986,0.5990985189954926,0.3433354797166774,0.2557630392788152
Alaska,02914,District 14,6714,4261,11534,2453,0.5821050806311774,0.369429512744928,0.21267556788624936
Alaska,02915,District 15,2671,2622,5593,49,0.4775612372608618,0.46880028607187557,0.008760951188986232
Alaska,02916,District 16,3516,4274,8170,-758,0.4303549571603427,0.5231334149326805,-0.09277845777233779
Alaska,02917,District 17,2810,4136,7271,-1326,0.3864667858616421,0.5688350983358548,-0.18236831247421265
Alaska,02918,District 18,2760,4681,7759,-1921,0.35571594277613094,0.6032993942518365,-0.2475834514757056
Alaska,02919,District 19,1975,3118,5338,-1143,0.36998875983514423,0.5841139003372049,-0.21412514050206066
Alaska,02920,District 20,2383,4881,7544,-2498,0.3158801696712619,0.6470042417815483,-0.3311240721102863
Alaska,02921,District 21,3690,5414,9482,-1724,0.3891584053997047,0.5709765872178865,-0.18181818181818177
Alaska,02922,District 22,4684,4553,9597,131,0.48806918828800666,0.4744190892987392,0.013650098989267445
Alaska,02923,District 23,3655,3810,7796,-155,0.46883016931759874,0.4887121600820934,-0.01988199076449465
Alaska,02924,District 24,5378,4736,10484,642,0.5129721480351012,0.45173597863410914,0.061236169400992024
Alaska,02925,District 25,4407,4600,9369,-193,0.47038104386807555,0.4909808944391077,-0.02059985057103214
Alaska,02926,District 26,5243,4558,20292,685,0.2583776857875025,0.22462054011433077,0.0337571456731717
Alaska,02927,District 27,4324,4844,19037,-520,0.2271366286704838,0.2544518569102274,-0.02731522823974364
Alaska,02928,District 28,6162,6264,25580,-102,0.24089132134480062,0.24487881157154026,-0.003987490226739637
Alaska,02929,District 29,7464,2985,10784,4479,0.6921364985163204,0.27679896142433236,0.41533753709198806
Alaska,02930,District 30,7180,2638,10226,4542,0.7021318208488168,0.2579698806962644,0.44416194015255234
Alaska,02931,District 31,6971,5037,12481,1934,0.5585289640253185,0.4035734316160564,0.15495553240926208
Alaska,02932,District 32,4440,3506,8361,934,0.5310369573017582,0.41932783159909104,0.11170912570266711
Alaska,02933,District 33,3059,7535,11016,-4476,0.27768700072621644,0.6840050835148874,-0.406318082788671
Alaska,02934,District 34,4543,5763,10794,-1220,0.42088197146562906,0.5339077265147304,-0.11302575504910134
Alaska,02935,District 35,4769,5011,10149,-242,0.46989851216868656,0.4937432259335895,-0.023844713764902936
Alaska,02936,District 36,5114,3796,9292,1318,0.550365906155833,0.40852346104175635,0.14184244511407668
Alaska,02937,District 37,2358,2560,5168,-202,0.45626934984520123,0.4953560371517028,-0.039086687306501555
Alaska,02938,District 38,1737,3202,5299,-1465,0.32779769767880734,0.6042649556520098,-0.27646725797320243
Alaska,02939,District 39,1939,3580,5930,-1641,0.3269814502529511,0.6037099494097807,-0.2767284991568296
Alaska,02940,District 40,1994,2318,4628,-324,0.4308556611927398,0.5008643042350908,-0.07000864304235094
Arizona,04001,Apache County,11442,23293,35183,-11851,0.32521388170423216,0.662052695904272,-0.3368388142000398
Arizona,04003,Cochise County,35557,23732,60473,11825,0.5879814131926645,0.3924396011443123,0.1955418120483522
Arizona,04005,Coconino County,27052,44698,73346,-17646,0.36882720257410084,0.6094129195866168,-0.24058571701251596
Arizona,04007,Gila County,18377,8943,27678,9434,0.6639569333044295,0.32310860611315845,0.34084832719127106
Arizona,04009,Graham County,10749,4034,14996,6715,0.716791144305148,0.26900506801813817,0.44778607628700984
Arizona,04011,Greenlee County,2433,1182,3688,1251,0.65970715835141,0.32049891540130154,0.3392082429501085
Arizona,04012,La Paz County,5129,2236,7460,2893,0.6875335120643432,0.2997319034852547,0.3878016085790885
Arizona,04013,Maricopa County,995665,1040774,2069475,-45109,0.4811196076299545,0.5029169233742857,-0.021797315744331247
Arizona,04015,Mohave County,78535,24831,104705,53704,0.7500596915142543,0.23715199847189725,0.5129076930423571
Arizona,04017,Navajo County,27657,23383,51783,4274,0.5340942007994902,0.45155746094278043,0.08253673985670978
Arizona,04019,Pima County,207758,304981,520735,-97223,0.39897068566545363,0.5856740952691868,-0.18670340960373316
Arizona,04021,Pinal County,107077,75106,185037,31971,0.57867885882283,0.40589719893859066,0.17278165988423932
Arizona,04023,Santa Cruz County,6194,13138,19561,-6944,0.3166504779919227,0.6716425540616533,-0.3549920760697306
Arizona,04025,Yavapai County,91527,49602,143280,41925,0.6387981574539363,0.3461892797319933,0.292608877721943
Arizona,04027,Yuma County,36534,32210,69926,4324,0.5224666075565598,0.4606298086548637,0.06183679890169613
Arkansas,05001,Arkansas County,4304,1818,6292,2486,0.684043229497775,0.28893833439287986,0.3951048951048951
Arkansas,05003,Ashley County,5548,2125,7926,3423,0.6999747665909665,0.2681049709815796,0.4318697956093869
Arkansas,05005,Baxter County,15836,4635,21007,11201,0.7538439567763127,0.22064073880135193,0.5332032179749607
Arkansas,05007,Benton County,73965,42249,119912,31716,0.6168273400493696,0.3523333778103943,0.26449396223897526
Arkansas,05009,Boone County,13652,3064,17114,10588,0.7977094776206615,0.17903470842585018,0.6186747691948113
Arkansas,05011,Bradley County,2335,1214,3654,1121,0.6390257252326218,0.3322386425834702,0.3067870826491516
Arkansas,05013,Calhoun County,1636,479,2182,1157,0.7497708524289642,0.21952337305224565,0.5302474793767186
Arkansas,05015,Carroll County,7424,4023,11797,3401,0.6293125370856998,0.3410189031109604,0.2882936339747394
Arkansas,05017,Chicot County,1752,2260,4103,-508,0.42700463075798195,0.5508164757494516,-0.12381184499146963
Arkansas,05019,Clark County,4616,3438,8395,1178,0.5498511018463371,0.4095294818344253,0.14032162001191184
Arkansas,05021,Clay County,4086,962,5183,3124,0.78834651746093,0.1856067914335327,0.6027397260273972
Arkansas,05023,Cleburne County,10328,1988,12680,8340,0.8145110410094637,0.15678233438485806,0.6577287066246056
Arkansas,05025,Cleveland County,2867,651,3600,2216,0.7963888888888889,0.18083333333333335,0.6155555555555556
Arkansas,05027,Columbia County,5500,2814,8616,2686,0.638347260909935,0.3266016713091922,0.3117455896007428
Arkansas,05029,Conway County,5694,2615,8685,3079,0.6556131260794473,0.30109383995394357,0.35451928612550376
Arkansas,05031,Craighead County,25558,11921,38511,13637,0.6636545402612241,0.30954792137311415,0.3541066188881099
Arkansas,05033,Crawford County,18607,4959,24091,13648,0.7723631231580258,0.20584450624714623,0.5665186169108796
Arkansas,05035,Crittenden County,7333,8514,16367,-1181,0.44803568155434714,0.5201930714242072,-0.07215738986986009
Arkansas,05037,Cross County,4946,1772,6942,3174,0.7124747911264765,0.25525785076346874,0.45721694036300775
Arkansas,05039,Dallas County,1573,963,2649,610,0.5938089845224613,0.3635334088335221,0.23027557568893925
Arkansas,05041,Desha County,1921,2016,4164,-95,0.4613352545629203,0.484149855907781,-0.022814601344860685
Arkansas,05043,Drew County,4349,2426,6908,1923,0.6295599305153445,0.3511870295309786,0.27837290098436596
Arkansas,05045,Faulkner County,34421,18347,54428,16074,0.6324134636584111,0.3370875284779893,0.29532593518042183
Arkansas,05047,Franklin County,5677,1300,7129,4377,0.7963248702482817,0.18235376630663488,0.6139711039416468
Arkansas,05049,Fulton County,3961,1035,5119,2926,0.7737839421762063,0.20218792732955657,0.5715960148466497
Arkansas,05051,Garland County,29069,14045,44199,15024,0.6576845629991629,0.3177673703024955,0.33991719269666737
Arkansas,05053,Grant County,6794,1268,8200,5526,0.8285365853658536,0.1546341463414634,0.6739024390243902
Arkansas,05055,Greene County,12670,3058,16100,9612,0.7869565217391304,0.18993788819875776,0.5970186335403727
Arkansas,05057,Hempstead County,4470,2138,6848,2332,0.6527453271028038,0.31220794392523366,0.3405373831775701
Arkansas,05059,Hot Spring County,9202,3082,12557,6120,0.7328183483316079,0.2454407899976109,0.487377558333997
Arkansas,05061,Howard County,3367,1340,4834,2027,0.6965246172941664,0.2772031443938767,0.41932147290028965
Arkansas,05063,Independence County,11250,2806,14512,8444,0.7752205071664829,0.1933572216097023,0.5818632855567807
Arkansas,05065,Izard County,4631,1021,5810,3610,0.7970740103270224,0.1757314974182444,0.621342512908778
Arkansas,05067,Jackson County,3593,1365,5091,2228,0.7057552543704577,0.26812021213906895,0.43763504223138877
Arkansas,05069,Jefferson County,9521,14981,25158,-5460,0.37844820732967643,0.5954765879640671,-0.21702838063439067
Arkansas,05071,Johnson County,6938,2283,9498,4655,0.7304695725415877,0.24036639292482628,0.4901031796167614
Arkansas,05073,Lafayette County,1757,839,2679,918,0.6558417319895483,0.3131765584173199,0.3426651735722284
Arkansas,05075,Lawrence County,4569,1080,5857,3489,0.7800921973706676,0.18439474133515452,0.595697456035513
Arkansas,05077,Lee County,1286,1423,2848,-137,0.4515449438202247,0.4996488764044944,-0.048103932584269704
Arkansas,05079,Lincoln County,2729,1032,3875,1697,0.704258064516129,0.2663225806451613,0.43793548387096776
Arkansas,05081,Little River County,3715,1226,5177,2489,0.7175970639366428,0.2368166892022407,0.4807803747344021
Arkansas,05083,Logan County,6441,1544,8225,4897,0.7831003039513678,0.18772036474164133,0.5953799392097264
Arkansas,05085,Lonoke County,22884,6686,30662,16198,0.7463309634074751,0.21805492140108276,0.5282760420063923
Arkansas,05087,Madison County,5658,1563,7351,4095,0.7696911984763978,0.21262413277105155,0.5570670657053463
Arkansas,05089,Marion County,5783,1531,7503,4252,0.7707583633213382,0.20405171264827401,0.5667066506730641
Arkansas,05091,Miller County,11920,4245,16529,7675,0.7211567547946034,0.25682134430395065,0.46433541049065274
Arkansas,05093,Mississippi County,7296,4558,12342,2738,0.5911521633446767,0.3693080538000324,0.22184410954464429
Arkansas,05095,Monroe County,1545,1147,2816,398,0.5486505681818182,0.4073153409090909,0.14133522727272735
Arkansas,05097,Montgomery County,3046,731,3873,2315,0.7864704363542474,0.1887425768138394,0.597727859540408
Arkansas,05099,Nevada County,2133,1076,3358,1057,0.6351995235259082,0.32042882668254913,0.3147706968433591
Arkansas,05101,Newton County,3192,709,3998,2483,0.7983991995997999,0.17733866933466733,0.6210605302651325
Arkansas,05103,Ouachita County,5294,3995,9629,1299,0.5497974867587496,0.41489251220272094,0.13490497455602868
Arkansas,05105,Perry County,3479,1012,4627,2467,0.7518910741301059,0.21871623081910524,0.5331748433110006
Arkansas,05107,Phillips County,2417,3623,6242,-1206,0.38721563601409803,0.5804229413649471,-0.19320730535084907
Arkansas,05109,Pike County,3519,644,4246,2875,0.8287800282618936,0.15167216203485634,0.6771078662270372
Arkansas,05111,Poinsett County,5918,1424,7521,4494,0.7868634490094403,0.18933652439835127,0.597526924611089
Arkansas,05113,Polk County,7035,1246,8490,5789,0.8286219081272085,0.14676089517078916,0.6818610129564193
Arkansas,05115,Pope County,18081,5772,24432,12309,0.7400540275049116,0.2362475442043222,0.5038064833005893
Arkansas,05117,Prairie County,2786,654,3495,2132,0.7971387696709585,0.1871244635193133,0.6100143061516452
Arkansas,05119,Pulaski County,63687,101947,169956,-38260,0.3747263997740592,0.5998434889030102,-0.225117089128951
Arkansas,05121,Randolph County,5355,1215,6812,4140,0.7861127422196125,0.1783617146212566,0.6077510275983559
Arkansas,05123,St. Francis County,3242,3604,7108,-362,0.45610579628587505,0.5070343275182893,-0.0509285312324142
Arkansas,05125,Saline County,39556,16060,56959,23496,0.6944644393335557,0.28195719728225566,0.41250724205130007
Arkansas,05127,Scott County,2962,483,3551,2479,0.8341312306392565,0.13601802309208674,0.6981132075471698
Arkansas,05129,Searcy County,3365,588,4019,2777,0.8372729534710127,0.14630505100771335,0.6909679024632993
Arkansas,05131,Sebastian County,31198,14487,47140,16711,0.6618158676283411,0.3073186253712346,0.3544972422571065
Arkansas,05133,Sevier County,3884,1116,5202,2768,0.746635909265667,0.21453287197231835,0.5321030372933486
Arkansas,05135,Sharp County,5938,1398,7566,4540,0.7848268569918054,0.18477398889770025,0.6000528680941052
Arkansas,05137,Stone County,4616,1180,5938,3436,0.7773661165375547,0.19872010778039745,0.5786460087571572
Arkansas,05139,Union County,10478,5584,16607,4894,0.6309387607635335,0.33624375263443124,0.29469500812910226
Arkansas,05141,Van Buren County,6034,1593,7807,4441,0.7728961188676828,0.20404764954527987,0.568848469322403
Arkansas,05143,Washington County,47504,43824,94266,3680,0.5039356713979589,0.46489720577939025,0.03903846561856866
Arkansas,05145,White County,24182,5978,30885,18204,0.7829690788408613,0.19355674275538287,0.5894123360854784
Arkansas,05147,Woodruff County,1543,856,2476,687,0.6231825525040388,0.345718901453958,0.27746365105008075
Arkansas,05149,Yell County,5226,1284,6741,3942,0.7752558967512239,0.19047619047619047,0.5847797062750334
California,06001,Alameda County,136309,617659,769864,-481350,0.1770559475439818,0.8022962497272246,-0.6252403021832428
California,06003,Alpine County,244,476,741,-232,0.3292847503373819,0.6423751686909581,-0.3130904183535762
California,06005,Amador County,13585,8153,22302,5432,0.6091381938839566,0.3655725943861537,0.24356559949780293
California,06007,Butte County,48730,50426,102042,-1696,0.4775484604378589,0.4941690676388154,-0.016620607200956483
California,06009,Calaveras County,16518,10046,27164,6472,0.6080842291267855,0.36982771314975704,0.23825651597702846
California,06011,Colusa County,4554,3234,7951,1320,0.5727581436297321,0.4067412904037228,0.1660168532260093
California,06013,Contra Costa County,152877,416386,581230,-263509,0.2630232438105397,0.716387660650689,-0.45336441684014933
California,06015,Del Norte County,6461,4677,11452,1784,0.5641809290953546,0.4084002794271743,0.15578064966818028
California,06017,El Dorado County,61838,51621,116138,10217,0.5324527717026296,0.44447984294546145,0.08797292875716817
California,06019,Fresno County,164464,193025,364809,-28561,0.45082221107483644,0.5291124944834146,-0.07829028340857813
California,06021,Glenn County,7063,3995,11292,3068,0.625487070492384,0.35379029401346085,0.2716967764789231
California,06023,Humboldt County,21770,44768,68828,-22998,0.3162956936130645,0.6504329633288778,-0.3341372697158133
California,06025,Imperial County,20847,34678,56718,-13831,0.3675552734581614,0.6114108395923693,-0.2438555661342079
California,06027,Inyo County,4620,4634,9481,-14,0.4872903702141124,0.48876700769960973,-0.0014766374854973119
California,06029,Kern County,164484,133366,305226,31118,0.5388924927758448,0.4369418070544449,0.10195068572139993
California,06031,Kings County,24072,18699,43858,5373,0.5488622372201195,0.42635323088148114,0.12250900633863837
California,06033,Lake County,13123,14941,28800,-1818,0.45565972222222223,0.5187847222222223,-0.06312500000000004
California,06035,Lassen County,8970,2799,11985,6171,0.7484355444305382,0.23354192740926158,0.5148936170212766
California,06037,Los Angeles County,1145530,3028885,4263443,-1883355,0.2686865990702819,0.7104316863154967,-0.4417450872452148
California,06039,Madera County,29378,23168,53722,6210,0.5468523137634489,0.4312572130598265,0.11559510070362239
California,06041,Marin County,24612,128288,155801,-103676,0.15797074473206205,0.8234093491055898,-0.6654386043735278
California,06043,Mariposa County,5950,4088,10280,1862,0.5787937743190662,0.3976653696498054,0.18112840466926078
California,06045,Mendocino County,13267,28782,43336,-15515,0.30614269891083623,0.664159128669005,-0.3580164297581687
California,06047,Merced County,39397,48991,90541,-9594,0.43512883665963487,0.5410918810262754,-0.1059630443666405
California,06049,Modoc County,3109,1150,4338,1959,0.7166897187644076,0.26509912402028585,0.4515905947441217
California,06051,Mono County,2513,4013,6737,-1500,0.3730146949680867,0.5956657265845332,-0.2226510316164465
California,06053,Monterey County,46299,113953,163883,-67654,0.2825125241788349,0.6953314254681694,-0.4128189012893345
California,06055,Napa County,20676,49817,72122,-29141,0.2866809018052744,0.6907323701505782,-0.4040514683453038
California,06057,Nevada County,26779,36359,64738,-9580,0.4136519509407149,0.5616330439618153,-0.14798109302110046
California,06059,Orange County,676498,814009,1521725,-137511,0.4445599566281687,0.5349251671622665,-0.09036521053409774
California,06061,Placer County,122488,106869,235017,15619,0.5211878289655641,0.45472880685227024,0.06645902211329391
California,06063,Plumas County,6445,4561,11256,1884,0.5725835110163469,0.40520611229566456,0.1673773987206823
California,06065,Riverside County,448702,527945,996156,-79243,0.45043346624424285,0.5299822517758263,-0.0795487855315834
California,06067,Sacramento County,259405,440808,718290,-181403,0.3611424355065503,0.6136908490999458,-0.25254841359339547
California,06069,San Benito County,10590,17628,28821,-7038,0.36744040803580724,0.6116373477672531,-0.24419693973144585
California,06071,San Bernardino County,366257,455859,840931,-89602,0.4355375173468453,0.5420884709922693,-0.106550953645424
California,06073,San Diego County,600094,964650,1601722,-364556,0.374655526989078,0.6022580697524289,-0.2276025427633509
California,06075,San Francisco County,56417,378156,443458,-321739,0.1272206161575617,0.8527436645634987,-0.725523048405937
California,06077,San Joaquin County,121098,161137,288443,-40039,0.419833381291971,0.5586441688652524,-0.13881078757328136
California,06079,San Luis Obispo County,67436,88310,159681,-20874,0.4223169945077999,0.5530401237467201,-0.13072312923892015
California,06081,San Mateo County,75563,291410,374138,-215847,0.20196558489113642,0.7788837273947046,-0.5769181425035681
California,06083,Santa Barbara County,65736,129963,200288,-64227,0.328207381370826,0.6488806119188368,-0.32067323054801083
California,06085,Santa Clara County,214612,617967,850522,-403355,0.2523297457326207,0.7265737982086296,-0.47424405247600887
California,06087,Santa Cruz County,26937,114246,144796,-87309,0.18603414458962955,0.7890135086604603,-0.6029793640708307
California,06089,Shasta County,60789,30000,92900,30789,0.6543487621097955,0.32292787944025836,0.3314208826695372
California,06091,Sierra County,1142,730,1930,412,0.5917098445595855,0.37823834196891193,0.2134715025906736
California,06093,Siskiyou County,13290,9593,23450,3697,0.5667377398720682,0.40908315565031983,0.15765458422174838
California,06095,Solano County,69306,131639,205831,-62333,0.3367131287318237,0.6395489503524736,-0.3028358216206499
California,06097,Sonoma County,61825,199938,268252,-138113,0.23047358453991024,0.7453364746581572,-0.514862890118247
California,06099,Stanislaus County,104145,105841,214876,-1696,0.4846748822576742,0.4925678065488933,-0.007892924291219128
California,06101,Sutter County,24375,17367,42640,7008,0.5716463414634146,0.4072936210131332,0.16435272045028143
California,06103,Tehama County,19141,8911,28721,10230,0.6664461543818112,0.3102607847916159,0.3561853695901953
California,06105,Trinity County,3188,2851,6258,337,0.5094279322467242,0.45557686161713007,0.053851070629594155
California,06107,Tulare County,77579,66105,146832,11474,0.5283521303258145,0.45020840143837854,0.07814372888743598
California,06109,Tuolumne County,17689,11978,30401,5711,0.5818558600046051,0.39400019736192887,0.18785566264267622
California,06111,Ventura County,162207,251388,422698,-89181,0.3837420569768487,0.5947224732551373,-0.21098041627828856
California,06113,Yolo County,27292,67598,97264,-40306,0.2805971376871196,0.6949950649777924,-0.4143979272906728
California,06115,Yuba County,17676,11230,29787,6446,0.593413233961124,0.37701010507939703,0.21640312888172697
Colorado,08001,Adams County,95657,134202,236735,-38545,0.40406783956744885,0.5668870255771221,-0.16281918600967327
Colorado,08003,Alamosa County,3813,3759,7808,54,0.4883452868852459,0.48142930327868855,0.006915983606557374
Colorado,08005,Arapahoe County,127323,213607,350183,-86284,0.36358989442662837,0.60998677834161,-0.2463968839149816
Colorado,08007,Archuleta County,5189,3738,9144,1451,0.5674759405074365,0.40879265091863515,0.1586832895888014
Colorado,08009,Baca County,1867,317,2225,1550,0.8391011235955056,0.14247191011235955,0.696629213483146
Colorado,08011,Bent County,1503,732,2274,771,0.6609498680738787,0.32189973614775724,0.33905013192612143
Colorado,08013,Boulder County,42501,159089,206111,-116588,0.20620442382987808,0.7718607934559534,-0.5656563696260752
Colorado,08014,Broomfield County,16295,29077,46632,-12782,0.3494381540572997,0.6235417738891749,-0.27410361983187514
